serial,clave,event,level0,name0,level1,name1,level2,name2,place,d_year,d_month,d_day,duration,cause,descr_cause,sources,magnitude,glide,other,killed,injured,missing,houses_destroyed,houses_damaged,victims,affected,relocated,evacuated,value_us,value_local,nschools,nhospitals,nhectares,ncatle,mts_roads,with_killed,with_injured,with_missing,with_houses_destroyed,with_hauses_damaged,with_victims,with_affected,with_relocated,with_evacuated,education,health,agriculture,water,sewage,industries,communications,transportation,power,relief,with_other,latitude,longitude,comments,defaultab,approved,uu_id
2006-0072,26739,Inundación,07,SANTA CRUZ,0701,Andres Ibañez,070101,Santa Cruz de la Sierra,Santa Cruz de la Sierra,2006,1,3,0,Lluvias,2 barrios del Plan 3000 están inundados por caida de puente,Datos Nat.06.- 12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HAM realiza limpieza de canales y desvío de agua estancada en el barrio San Martín  Atención gratuita permanente en centros de salud de la zona para tratar casos de estómago  piel  respiratorios  hongos  sabañones por humedad y lodo. Campañas de fumigación contra vectores de dengue y fiebre amarilla. Vacunación contra fiebre amarilla a la población (Falta dosis). agua potable/,,0,c441c295-5592-43f4-9b1b-af5e019ffe0c
2006-0076,26740,Inundación,03,COCHABAMBA,0309,Quillacollo,030902,Sipe Sipe,Koacha  Vinto Chico  Sauce Ranco  Mallco Rancho,2006,1,1,0,Lluvias,Desborde de los ríos Charinci  Viloma  Chua y Rocha,Datos Nat.06.- 2,,,,0,0,0,0,140,700,0,0,0,0,0,0,0,750,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140 familias damnificadas  daños en 750 has de sembradíos de maíz  alfa alfa  papa  hortalizas y otros por anegamiento y con posibilidad de recuperación. Perdidas de ganado y aves. 120 viviedas anegadas en Vinto Chico  Sauce Rancho y Coachaca Chico. 20 casas en Mallco Rancho y Mallco Chapi,,0,bb121db1-9c18-4104-b3af-b84a6eed8b1e
2006-0138,26741,Inundación,08,BENI,0803,Gral. Jose Ballivian,080304,Rurrenabaque,Distrito Étnico Chimanes,2006,1,24,0,Lluvias,,Datos Nat.06.- 334,,,,0,0,0,0,0,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,501 familias damnificadas y apoyadas con alimentos: Puerto El Codo (7)  Puerto Salas (8)  Puerto Lata (25)  Candelaria de la pampita (18)  Alta Granada (44)  América (7)  La Cruz (61)  San Ramón (9)  San Juan de Nápoles (29)  Nápoles (25)  Santa Anita Maniqui (22)  San Miguel Martirio (38)  Martirio (27)  Maniquisito Alto (3)  Puerto Mendez (17)  San Antonio (24)  Campo Bello (23)  Monte Rosa (8)  Chacal (35)  Puerto El Triunfo (6)  Cedral (9)  Aguas Negras (13)  Chaco Brasil (18)  Campo Santo 10)  Navida(8)  Puerto yucumo (15)  El Manquito (15)/,,0,204dd1ed-ece9-4a01-a5b5-09b33e8d029d
1990-0046,26742,Inundación,02,LA PAZ,0201,Murillo,020105,El Alto,Sector Huayna Potosí  Villa Ballivian y Av.16 de Julio,1990,0,0,0,Lluvias,Inundación impide el tránsito vehicular,Quipus,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ciudad Satélite Villa Dolores Villa Adela Villa Bolivar (Sectores B y D) 12 de octubre Tarapaca Río Seco Alto Lima  también son afectados por el arrastre de lodo  arena piedra basura  las calles y Avenindas  son desadoquinadas desempedradas desenlosetadas,,0,99c10ce7-b5cb-4467-bb9e-39892570e01c
2006-0071,26743,Inundación,03,COCHABAMBA,0312,Carrasco,031202,Pojo,La Villa,2006,1,3,0,Lluvias,,Datos Nat.06.- 11,,,,0,0,0,0,0,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20 familias damnificadas  Turbión del río Pojo ocasionó destrozo del oleoducto de TRANSREDES  provocando derrame de petroleo afectando 20 Has de cultivo de maíz y papa  25 voluntarios de SAR FAB cooperan en la zona  TRANSREDES reparará oleoducto en 3 días y realizará tratamiento de tierras contaminadas//,,0,5fda3c7f-d05a-4ce8-ab6d-96045dc4eb28
2004-0246,26744,Inundación,02,LA PAZ,0213,Aroma,021302,Umala,Umala: Iñacamaya  Thola Circa  Sabilani  Piti ,2004,1,27,0,Desconocida,,Datos 04.- 264,,,,0,0,0,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,337 familias damnificadas. Otras comunidades: Patacamaya: Thola tia  Inca Maya  Espiritu Willqu. Sica Sica: Pusucani  Sallcirca  Cayllahuancarama  Romero Pampa  San Juan Circa  Carchuyo  Cultani  Huayllani  Vtuy Vinto  Condor Amaya  Cayllachuru  Sipha Papa  Aywir Oity  Tarcavi  Patihipi  Likyamaya  Thola Huancarama  Cambi Pujuma  Pavi Pampa  Huari Chullpa  Cañaviri  Cairiri.,,0,8efa5298-735f-4366-84dc-a5c542f3e838
2005-0063,26745,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,La Paz  zona San Pedro,2005,1,12,0,Lluvias,Fuerte precipitación.  Río Chojñalarka,Datos05-14 -15,,,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4 obreros que se encontraban refaccionando bóveda del río Chojñalarka (Entre esquinas calle Boquerón y Nicolás Acosta) fueron arrastrados por un caudal incrementado de manera súbita. 3 cadáveres fueron recuperados en el río La Paz a la altura del Zoológico de Mallasa.,,0,79670606-aaa6-4376-a467-15cf29730776
2006-0173,26746,Inundación,09,PANDO,0901,Nicolas Suarez,090101,Cobija,Comunidades orillas ríos Madre de Dios y Beni,2006,2,7,0,Lluvias,Desborde de rios Madre de Dios y Beni,Datos Nat.06.- 536,,,,0,0,0,0,0,3825,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,765 familias damnificadas. 1120 Has mun. G.Moreno  Sta.Rosa Abuna  Montevideo  Cachuelita  Bolpebra. 460 Has plátano  cacao  cítricos mun. San Lorenzo  Tres Estrellas  San Salvador  Loreto  Portachuelo  América  Villanueva  Contravaricia  Santa Rosita  Galilea  Sta.Helena  Vista Alegre/,,0,044bb64e-dc75-4a0d-9e3f-ea9452fe9ee1
2006-0172,26747,Inundación,09,PANDO,0901,Nicolas Suarez,090101,Cobija,12 barrios de la ciudad de Cobija,2006,2,7,0,Lluvias,Desborde arroyo Bahía por fuerte lluvia 12 Hrs.,Datos Nat.06.- 535,,,,0,0,0,0,48,2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,525 familias damnificadas. Daños en viviendas  ruptura de pedestal de captación de agua del arroyo Bahía afecto suministro de agua.Camino troncal que comunica con eje central intransitable  40% de la red vial interior esta gravemente afectada.Barrios afectados levemente: Tajibos  11 de Octubre  Antofagasta  Pantanal  Villamontes  Pto. Alto. SENAC  Santa Cecilia  La Cruz  Miraflores  Brisas del Acre  Junin  Petrolero  27 de mayo  Mapajo  Villa de la Cruz. Barrios Petrolero  Paraiso y Antofagasta con inundaón completa./,,0,749582c0-9f11-4dda-b1d2-f116b5901beb
2005-0165,26748,Inundación,03,COCHABAMBA,0310,Chapare,031002,Colomi,Chocolatal,2005,10,26,0,Comportamiento,,Datos 05 Nat.- 645,,,,10,0,0,3,0,60,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Puente sobre el río Tuy Mayu destruido  3 viviendas desmoronadas y arrastradas por lodo  2 tuberias de Transredes de 4 y 10 pulgadas que transportaban diesel que no se encontraban en operación. Cultivos de hortalizas y frutales de 12 familias perdidos.,,0,b67c719b-cb71-4d1f-b97c-8d1fd2abb1d7
2003-0058,26749,Inundación,03,COCHABAMBA,0310,Chapare,031003,Villa Tunari,Puente Alfonso Gumucio Reyes Km. 166 Carrt.nueva CBA-SC,2003,12,23,7,Lluvias,Mas 10 hora de lluvia ocasiona incremento caudal río Chapare,Cronología Desastres,,,,54,7,10,0,0,0,0,0,0,3000000,0,0,0,0,0,200,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1 camioneta de UMOPAR con personal y detenidos  2 camionetas particulares y 1 bus de Trans Cotoca con 41 pasajeros además del conductor y ayudante. 2 ductos de hidrocarburos de la empresa TransRedes fueron dañados  número de desaparecidos provicional.,,3,ebdfdc6e-e70f-4f39-a566-1c2ef8243190
1998-0051,26750,Inundación,08,BENI,0801,Cercado,080102,San Javier,Verdum  Taruma  Carmen del Dorado  Nueva Alianza  El Perrito,1998,1,19,0,El Niño,,Quipus,,,,0,0,0,0,0,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verdum: 40 familias  Taruma 17 familias  Carmen del Dorado; 30 familias  Nueva Alianza 31 familias  El Perrito4: 50 familias. Se conviritió el número de familias damnificas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,ed62d9d3-ceda-45dd-a78d-824a7c725db4
2005-0181,26752,Inundación,06,TARIJA,0603,Gran Chaco,060301,Yacuiba,Yuchan  Antezana  El Retiro Criollo  La Purisima Criolla Wee,2005,2,13,0,Inundación,Desborde río Pilcomayo,Datos 05 Nat.- 177- 184,,,,0,0,0,0,0,2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yuchan: 52 familias damnificadas.  Antezana : 37 familias damnificadas. EL Retiro Criollo: 71 familias damnificadas  La Purisima Criolla: 29 familias damnificadas :  Crevaux : 184 familias damnificadas Yucha (Criollo): 34 familias damnificadas,,0,36d99794-6a8e-439c-93a5-9940d1cc5e69
30494,30494,Desbordamiento,,,,,,,,2019,4,18,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.290154,-63.588653,,0,1,6223c437-318d-40c3-bab8-453f7515f4f0
2004-0254,26753,Inundación,02,LA PAZ,0218,Gualberto Villarroel,021802,Papel Pampa,Huancuri Cosiraya Tholapata T.Centro Cayllasirca V.Palca ,2004,2,26,0,Lluvias,,Datos 04-343-353,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.64,6017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Huancuri Cosiraya Tholapata T.Centro Cayllasirca V.Palca  perdidas en: 173 Has.alfa alfa 177 Has.cebada 45 Has.papa 4 25 Has.haba 20 25 Has.cebolla 24 Has.quinua 61 cavezas de ganado vacuno  571 de ovino  11 de porcino 571 aves corral y 1 patoOtros sitios afectados: Yampara Grande y Chico Llojlla Grande y Chico Huaracach  Cristo Asc. San Felipe  Villa Dolores Agustin Centro Unupata  Bolivar  Alianza  Laruta Circa Grande  Toloma Rivera Centro Rivera Rivera Alto  Circa Cruzani  Sn.Felipe de ChalPérdidas  en Yampara Grande y Chico Llojlla Grande y Chico Huaracachi: 78 75 Has.alfa alfa 49 25 Has.cebada 52 25 Has.papa 9 5 Has.haba 2 5 Has.cebolla  13 5 Has.quinua  1 Has cañahua. 45 cavezas ovino 123 aves corral 51 patos. . Otras comunidades Villa C,,0,3a6e8741-d805-4ed0-88a6-628ea874c35f
1998-0060,26754,Inundación,02,LA PAZ,0206,Larecaja,020606,Tipuani,Chima,1998,1,14,0,Lluvias,,Quipus,,,,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150 familias damnificadas. Se cambió el nombre de Guanay por el Tipuani que es municipio donde se localiza Chima. El número de familias damnificadas se convirtió en número de persnonas damnificadas  teniendo en cuenta 5 personas por familia.,,0,78848fc9-b73f-452c-a047-cff431a8597f
2006-0169,26755,Inundación,02,LA PAZ,0206,Larecaja,020607,Mapiri, Tuhiri  Acepita   Michiplaya  Yuyo  Vilaque   Chilisa  Yaty,2006,2,2,0,Lluvias,,Datos Nat.06.- 461,,,,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Tuhiri  Acepita   Michiplaya  Yuyo  Vilaque   Chilisa: Carretera de ingreso a la zona afectada . Yatycura :   32 familias damnificadas.   Charopampa : 80 familias.    Achiquiri  : 9 familias damnificadas.   Chimate : 20 familias damnificadas,,0,cb5f4bee-bc5a-4dfc-8948-6bb00c2ff9ff
2005-0052,26756,Inundación,01,CHUQUISACA,0104,Tomina,010405,El Villar,El Dorado  Carachi Mayu   Muska. ,2005,10,4,0,Lluvias,,Datos 05 Nat.- 622  623  624.,,,,0,0,0,0,0,530,0,0,0,0,0,0,0,49.16,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106 Familias damnificadas  desagregadas asi: El Dorado: 46 familias damnificadas  daños en cultivos de papa  aji  maní  maíz  Carachi Mayu 37 familias damnificadas  daños en cultivos de papa  cebolla  maíz. Muska: 23 familias damnificadas,,0,3275ea16-4d8a-46e3-a3ab-cb0164a1aa09
2006-0118,26757,Inundación,07,SANTA CRUZ,0702,Warnes,070201,Warnes,Alto Perú. Puerto Pacay  Cosorio  Las Mercedes  El Carmen  L,2006,1,20,0,Lluvias,,Datos Nat.06.- 211  318,,,,0,0,0,0,0,340,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Alto Perú: 68 familias damnificadas  evacuadas y apoyadas con alimentos y carpas. Puerto Pacay  Cosorio  Las Mercedes  El Carmen  La Niña : Otras comunidades Bolivar. 1 escuela de Puerto Pacay afectada  1 escuela afectada El Carmen .,,0,df09e167-8afa-4cee-ad9a-d6d4ddcf4987
2000-0026,26758,Inundación,06,TARIJA,0602,Arce,060202,Bermejo,Arrozales  Colonia Linares  Barredero  Trementinal y,2000,1,27,0,Lluvias,Desborde del Río Grande y Bermejo,Quipus,,,,5,0,20,0,0,1200,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,y Santa Clara 240 familias damnificadas se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.   cultivo de caña de azúcar afectado  carretera a Bermejo dañada,,0,8baef729-8703-4cac-a1fb-d6a3cf6b7306
2006-0159,26759,Inundación,05,POTOSI,0503,Cornelio Saavedra,050301,Betanzos,Millares,2006,1,31,0,Lluvias,Desborde río Mataca,Datos Nat.06.- 414,,,,0,0,0,0,0,265,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53 familias damnificadas  Daños en cultivos: maíz 0 2 Has  repollo 0 1 Has  Tomate 0 07 Has  Aji 0 02 Has  cebolla 0 025 Has  almasigos 0 02 Has  papa 0 08 Has  remolacha 0 01 Has  vainitas 0 01 Has  peregil 0 01 Has  apio 0 01 Has,,0,da7e022d-16af-4c8c-9eef-d39997528e8f
2006-0147,26760,Inundación,05,POTOSI,0501,Tomas Frias,050103,Yocalla,Chiracoro  La Palca  Cayara,2006,1,28,0,Lluvias,,Datos Nat.06.- 397  398  399,,,,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chiracoro :40 familias damnificadas  daños en cultivos de papa  haba  trigo. La Palca : 10 familias damnificadas  daños en cultivos de haba  papa  trigo  Cayara.: 10 familias damnificadas  daños en cultivos de haba  papa  trigo,,0,969d3633-7ff6-4dee-8203-a89e64ef5d4e
2001-0073,26761,Inundación,04,ORURO,0401,Cercado,040101,Oruro,Ciudad Oruro (Zona Norte  y noroeste),2001,1,20,0,Lluvias,,Quipus -  El Diario,,,,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13 familias son de la Urbanización 2000 y 800 de la Urbanización Aurora sumando un total de 813 familias.  Este número de familias damnificadas se convirtió en número de damnificados  teniendo en cuenta 5 personas por familia.,,0,4f31fa3f-fe9d-44c6-afb0-1963e91243d2
2001-0068,26774,Inundación,03,COCHABAMBA,0309,Quillacollo,030904,Vinto,Vinto,2001,1,17,0,Lluvias,Desborde de río,El Diario - Quipus,,,,0,0,0,0,0,300,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60 familias   600 familias damnificadas  se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia. 50 has de maíz y alfa alfa anegadas,,0,8a6fafff-2ab8-4269-b377-7dab24e38d69
2004-0134,26762,Inundación,08,BENI,0807,Mamore,080702,San Ramon,Varias comunidades.,2004,1,9,0,Lluvias,,Informe D.D.D.C.Beni-Datos 04,,,,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Guacayane : 35 familias damnificadas  .  Poyori: 45 familias damnificadas  1° de Mayo: 27 familias damnificadas  Buena Vista: 44 familias damnificadas  Naranjito: 42 familias damnificadas  Siringalito: 20 familias damnificadasSe hizo una sola ficha  teniendo en cuenta a  que estos lugares pertenecen al mismo  municipio.,,0,8e6c28b3-4e03-43f6-bb6c-d7ee042c24f8
2005-0177,26764,Inundación,02,LA PAZ,0201,Murillo,020101,Nuestra Senora de La Paz,Ciudad de La Paz,2005,12,29,0,Lluvias,Fuerte precipitación pluvial,Datos 05 Nat.- 708,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Deslizamientos en inicios de carretera a Yungas (Km. 125)  caida de parte muro canalización Kantutani  sifonamiento en plaza Derechos Humanos  inundación de viviendas en Cota Cota calles 34-35  Alto Miraflores y Obejuyo/,,0,a578524c-1783-4b34-b066-9d8950f7ce22
2004-0188,26765,Inundación,02,LA PAZ,0213,Aroma,021305,Patacamaya,Jucopampa  Alto Patacamaya,2004,1,26,0,Lluvias,,Datos 2004,,,,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Jucopampa : 6 familias damnificadas  cultivos de papa  haba  maíz  arveja  cebada  oca  cebolla y quinua.  Alto Patacamaya : 18 familias damnificadas  cultivos de papa  haba  maíz  arveja  cebada  oca  cebolla y quinua.,,0,dfbe6c30-eb2f-4bb6-b6a0-103f1776ee9c
2004-0117,26766,Inundación,07,SANTA CRUZ,0711,Ñuflo de Chavez,071103,San Ramon,Varias comunidades. ,2004,1,8,0,Lluvias,,Radiograma 018/04,,,,0,0,0,0,0,2250,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Pto.Caiman,Chane Grande Chico y Bedoya, Las Mercedes,Limoncitos y 18 de Agosto : 30 familias damnificadas.  Puerto Pacay : 20 familias damnificadas  2500 Has soya sembrada y 3000 Has soya lista para cosechar.  Nueva Aurora  Nueva Moscu: Daños en cultivos de soya y arroz. Se hizo una sola ficha  teniendo en cuenta a  que estos lugares pertenecen al mismo  municipio.",,0,5735c29a-607b-41ae-9340-d71aa1d560ea
2005-0094,26767,Inundación,03,COCHABAMBA,0313,Mizque,031301,Mizque,Uchama Baja  Buena Vista  Capitana. ,2005,2,0,0,Lluvias,,Datos 05 Nat.-118  119  120,,,,0,0,0,0,0,325,0,0,0,0,0,0,0,26.5,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Uchama Baja:15 familias damnificadas  cultivos de papa dañados. Buena Vista: 30 familias damnificadas  daños: 12 Has. papa  1 Has. alfa alfa.  Cpitana: 20 familias damnificadas  daños: 7 Has. papa  0.5 Has. hortaliza.,,0,9e668cf2-7ac3-4d75-80df-484468d11557
2004-0131,26768,Inundación,08,BENI,0806,Marban,080601,Loreto,El Encanto,2004,1,9,0,Lluvias,,Informe D.D.D.C.Beni-Datos 04,,,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10 familias damnificadas.   Se hizo una sola ficha   teniendo como criterio la distancia.   Aunque los lugares pertenecen al mismo municipio por la distancia en que están parece que se trata de eventos distintos.,,0,f422e2a7-06f4-4f72-b4ce-662df9d742ae
1984-0055,26769,Inundación,08,BENI,0801,Cercado,,,Todo el Departamento,1984,0,0,0,Lluvias,,Quipus,,,,0,0,0,0,0,16,0,0,0,48,0,0,0,0,500,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,34.000 Km2 afectados (3.400.000 Has)  caminos destruidos  la capa asfáltica de la pista de aterrizaje del aeropuerto de trinidad dañada  poblaciones aisladas. Esta inundación es considerada una de las mas graves.,,0,8858e30f-c7ee-4cc0-94d0-7d5e3b2e6eef
2004-0229,26770,Inundación,04,ORURO,0401,Cercado,040101,Oruro,Collpa  Tolapalc  Rancho Tutuhut  Condorchinoca  Distrito 6,2004,2,15,0,Lluvias,,Datos 04-316 317 318 319 320,,,,0,0,0,0,0,2535,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Collpa: 60 familias damnificadas  daños en 60% de cultivos de papa cebada arveja zanahoria. Rancho Tutuhuta: 43 familias damnificadasi  Condorchinoca: 40 familias damnificadas :strito 6: 304 familias damnificadas,,0,7532fcdd-70fe-42b4-ab94-48728c68f2e2
2004-0128,26771,Inundación,08,BENI,0806,Marban,080601,Loreto,Loreto,2004,1,9,0,Lluvias,,Informe D.D.D.C.Beni-Datos 04,,,,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45 familias damnificadas.  Se hizo una sola ficha   teniendo como criterio la distancia.   Aunque los lugares pertenecen al mismo municipio por la distancia en que están parece que se trata de eventos distintos.,,0,37050859-43b6-4a0a-8c54-063d8297ccb3
1998-0047,26772,Inundación,02,LA PAZ,0217,Manco Kapac,021701,Copacabana,Belen,1998,1,6,0,Lluvias,Fuerte precipitación pluvial,Quipus,,,,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,500 familias damnificadas  el número de familias damnificadas se convirtió en número de damnificados  teniendo en cuenta 5 personas por familia. Pérdidas en cultivos de papa  haba y papaliza perdidas al 100 %,,0,1c821340-e9c7-4b6f-a3fb-f1f64d227e16
2005-0176,26773,Inundación,03,COCHABAMBA,0302,Campero,030201,Aiquile,Catariri,2005,12,20,0,Lluvias,,Datos 05 Nat.- 703,,,,3,0,2,4,7,350,0,0,0,0,0,0,0,68,0,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,70 familias damnificadas  7 vivienda destruida parcialmente  1 vivienda destruida por la mitad  8 Km. del sistema de agua potable entre Eje Pampa y Puente Arce  68 Has papa y maiz y daños del puente Neron,,0,bf24a7bf-3167-4dcc-9d27-55123cfd902e
2004-0138,26776,Inundación,08,BENI,0804,Yacuma,080401,Santa Ana de Yacuma,Buen Día  Carnavales  Carmen de Yruyañez  Santa Rosa del Tap,2004,1,9,0,Lluvias,,Informe D.D.D.C.Beni-Datos 04,,,,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Buen Día: 20 familias damnificadas  Carnavales: 35 familias damnificadas  Carmen de Yruyañez: 22 familias damnificadas  Santa Rosa del Tapao: 19 familias damnificadas  Paraiso: 23familias damnificadas,,0,37b78bb9-d621-4ced-895b-6fb428735b16
2005-0179,26777,Inundación,05,POTOSI,0508,Sur Chichas,050801,Tupiza,Palala,2005,12,13,0,Comportamiento,,Datos 05 Nat.- 701,,,,1,0,0,4,0,155,0,0,0,0,0,0,0,26,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,31 familias damnificadas  pérdida de 80% de producción agrícola como ser papa  haba  maíz y hortalizas 26 Has  100 mts de cañería para agua potable  4 viviendas destruidas y 400 mts de muro defensivo,,0,552168d8-dc28-44f8-a69c-fec0ae14a73a
2004-0169,26778,Inundación,03,COCHABAMBA,0305,Arani,030501,Arani,Chullpa Orko  Balcon  Pampa  Chaupisuyo. ,2004,1,20,0,Lluvias,,Informe D.D.D.C. CBBA.,,,,0,0,0,0,0,570,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chullpa Orko 35 familias damnificadas y 8 has de cultivos  Balcon  Pampa 25 familias damnificas y 5 Has de cultivos Chaupisuyo 15 familias damnificadas y 15 has de cultivos de maíz y trigo dañados,,0,395d4d9a-ff60-48f7-a282-59e601f7b72d
2005-0097,26779,Inundación,01,CHUQUISACA,0104,Tomina,010403,Sopachuy,Sopachuy,2005,2,16,0,Lluvias,Desborde río Pilcomayo,Datos 05 Nat.- 185,,,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,Perdida de cultivo de maíz  frutales  caña  alfa alfa  trigo  terreno cultivable  cerco de piedra  arboles silvestres  postes alumbrado  corrales  daños en camino herradura  Perdida animales vacunos,,0,fb180018-9a41-4eea-a0a1-bb354b18cafb
2006-0061,26780,Inundación,05,POTOSI,0503,Cornelio Saavedra,050301,Betanzos,Lagunillas,2006,1,31,0,Lluvias,Desborde de lagunas cercanas,Datos Nat.06.- 415,,,,0,0,0,9,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53 familias damnificadas  daños en cultivos de haba  papa  trigo. se convirtio el número de familias damnificadas en número de personas damnificadas teniendo en cuenta 5 personas por familia.,,0,c9886415-e392-4bf7-8c0f-86b016ae7e3f
2005-0166,26781,Inundación,07,SANTA CRUZ,0704,Ichilo,070402,San Carlos,Puerto Yapacani  Santa Fé,2005,10,29,0,Lluvias,,Datos 05 Nat.- 650,,,,0,1,0,15,0,115,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23 familias damnificadas  15 cabañas destruidas con sus enseres  un micro sin pasjeros maquinaria empresa constructora Roca  Sr. David Muirgía arrastrado 3 Km. y rescatado con heridas leves,,0,bf0ef417-f8c5-4bd0-9f47-fd6c7ead02f4
